,index,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,work_phone,phone,email,occyp_type,family_size,begin_month,credit
202,202,F,N,N,A,135000.0,Working,Higher education,Married,House / apartment,38,4447.0,B,Y,N,N,B,B,8.0,1.0
203,203,M,Y,Y,A,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,31,4031.0,B,N,Y,N,B,B,41.0,2.0
204,204,M,N,N,A,259500.0,Working,Secondary / secondary special,Married,Municipal apartment,47,1207.0,C,Y,Y,N,D,B,46.0,1.0
205,205,F,N,Y,A,171000.0,Working,Secondary / secondary special,Single / not married,Rented apartment,46,673.0,A,N,N,N,B,A,28.0,2.0
206,206,M,N,N,A,292500.0,State servant,Secondary / secondary special,Married,House / apartment,31,2745.0,C,Y,Y,N,B,B,48.0,1.0
207,207,F,Y,N,A,144000.0,Working,Secondary / secondary special,Widow,House / apartment,39,1345.0,A,N,N,N,B,A,6.0,2.0
208,208,F,N,N,C,112500.0,State servant,Higher education,Married,House / apartment,31,2721.0,B,N,N,Y,B,D,3.0,0.0
209,209,F,N,Y,A,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,58,0.0,B,N,Y,N,A,B,18.0,2.0
210,210,F,Y,Y,B,225000.0,Working,Higher education,Separated,House / apartment,40,1672.0,A,N,N,N,B,B,0.0,1.0
211,211,F,N,Y,A,315000.0,Commercial associate,Higher education,Separated,House / apartment,48,2380.0,C,Y,Y,N,B,A,52.0,2.0
212,212,M,Y,Y,B,259500.0,Working,Higher education,Married,House / apartment,41,354.0,A,N,N,N,D,C,3.0,1.0
213,213,F,N,N,A,78750.0,Working,Secondary / secondary special,Married,With parents,33,2045.0,B,Y,N,N,B,B,13.0,2.0
214,214,F,N,N,A,67500.0,Pensioner,Higher education,Widow,House / apartment,65,0.0,A,N,N,N,A,A,30.0,0.0
215,215,F,N,Y,A,121500.0,Working,Secondary / secondary special,Married,House / apartment,60,2011.0,A,N,N,N,B,B,13.0,2.0
216,216,F,N,N,A,144000.0,Working,Secondary / secondary special,Single / not married,House / apartment,46,3505.0,C,Y,Y,N,B,A,42.0,2.0
217,217,F,N,Y,A,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,61,0.0,A,N,N,N,A,B,45.0,1.0
218,218,F,N,N,A,94500.0,Pensioner,Secondary / secondary special,Married,House / apartment,58,0.0,B,N,Y,N,A,B,41.0,0.0
219,219,F,Y,N,A,259500.0,Working,Higher education,Married,House / apartment,40,2836.0,B,Y,N,N,D,B,12.0,0.0
220,220,F,N,Y,A,90000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,60,0.0,A,N,N,N,A,A,32.0,1.0
221,221,F,N,N,B,72000.0,Commercial associate,Higher education,Married,House / apartment,38,1925.0,B,N,N,Y,B,C,43.0,2.0
222,222,M,N,Y,A,144000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,46,1830.0,A,N,N,N,B,B,11.0,2.0
223,223,F,Y,N,A,202500.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,58,1128.0,B,N,Y,N,B,B,17.0,2.0
224,224,F,N,N,A,270000.0,Working,Higher education,Married,House / apartment,48,5792.0,C,Y,Y,N,D,B,28.0,2.0
225,225,M,Y,N,B,180000.0,Working,Secondary / secondary special,Married,House / apartment,31,4491.0,A,N,N,N,A,C,12.0,1.0
226,226,F,Y,Y,C,315000.0,Commercial associate,Higher education,Married,With parents,34,1327.0,A,N,N,N,D,D,50.0,2.0
227,227,M,Y,Y,A,180000.0,Working,Secondary / secondary special,Married,House / apartment,53,3246.0,A,N,N,N,A,B,49.0,1.0
228,228,M,N,Y,A,292500.0,Commercial associate,Higher education,Single / not married,Rented apartment,27,1221.0,B,N,Y,N,B,A,7.0,0.0
229,229,F,N,Y,A,90000.0,Pensioner,Higher education,Married,House / apartment,58,0.0,A,N,N,N,A,B,51.0,2.0
230,230,F,N,N,A,103500.0,Working,Secondary / secondary special,Married,House / apartment,48,3505.0,B,Y,N,N,C,B,37.0,2.0
231,231,F,Y,N,A,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,62,0.0,B,N,Y,N,A,B,19.0,2.0
232,232,F,Y,Y,A,225000.0,Working,Higher education,Civil marriage,House / apartment,30,492.0,A,N,N,N,B,B,17.0,0.0
233,233,M,Y,Y,A,112500.0,Working,Secondary / secondary special,Married,House / apartment,44,3505.0,A,N,N,N,A,B,27.0,1.0
234,234,M,Y,Y,A,259500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,50,923.0,C,N,Y,Y,B,B,59.0,1.0
235,235,M,N,Y,A,247500.0,Commercial associate,Higher education,Civil marriage,House / apartment,43,401.0,A,N,N,N,B,B,11.0,1.0
236,236,M,Y,N,A,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,47,1321.0,A,N,N,N,B,B,20.0,1.0
237,237,F,N,N,A,112500.0,State servant,Secondary / secondary special,Married,House / apartment,38,6649.0,C,Y,Y,N,A,B,27.0,2.0
238,238,M,N,N,A,225000.0,Working,Secondary / secondary special,Married,House / apartment,42,158.0,B,Y,N,N,B,B,29.0,2.0
239,239,F,Y,Y,B,270000.0,Working,Higher education,Separated,House / apartment,38,140.0,C,N,Y,Y,B,B,37.0,2.0
240,240,M,Y,N,A,259500.0,State servant,Higher education,Married,Office apartment,32,4174.0,A,N,N,N,A,B,3.0,1.0
241,241,M,N,N,C,202500.0,Working,Secondary / secondary special,Married,House / apartment,34,3141.0,B,N,Y,N,B,D,18.0,1.0
242,242,F,N,N,C,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,37,1353.0,B,Y,N,N,B,D,6.0,2.0
243,243,F,N,Y,A,112500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,43,762.0,A,N,N,N,B,A,13.0,2.0
244,244,M,N,N,B,99000.0,Working,Secondary / secondary special,Single / not married,House / apartment,48,5239.0,A,N,N,N,B,B,1.0,1.0
245,245,F,Y,Y,B,157500.0,State servant,Secondary / secondary special,Married,House / apartment,37,3380.0,A,N,N,N,B,C,23.0,0.0
246,246,F,Y,Y,A,202500.0,Working,Higher education,Married,House / apartment,55,3505.0,A,N,N,N,B,B,43.0,1.0
247,247,F,N,Y,A,90000.0,Working,Secondary / secondary special,Married,House / apartment,50,3021.0,B,N,N,Y,C,B,28.0,2.0
248,248,M,Y,Y,C,157500.0,Commercial associate,Higher education,Married,With parents,38,626.0,A,N,N,N,B,D,47.0,2.0
249,249,M,N,N,A,180000.0,Working,Higher education,Married,House / apartment,41,1063.0,A,N,N,N,B,B,43.0,1.0
250,250,M,N,Y,B,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,34,2267.0,A,N,N,N,B,C,11.0,1.0
251,251,F,N,N,A,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,56,0.0,B,N,Y,N,A,B,14.0,2.0
252,252,F,Y,N,B,90000.0,Working,Incomplete higher,Married,Rented apartment,33,3480.0,A,N,N,N,B,C,6.0,1.0
253,253,F,N,Y,A,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,54,6835.0,C,Y,Y,N,B,A,22.0,2.0
254,254,F,Y,Y,A,126000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,28,734.0,A,N,N,N,B,B,32.0,2.0
255,255,F,N,Y,B,180000.0,State servant,Higher education,Married,House / apartment,30,3485.0,B,N,N,Y,B,C,5.0,1.0
256,256,F,N,Y,C,360000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,37,3560.0,A,N,N,N,B,C,25.0,2.0
257,257,F,N,Y,A,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,65,0.0,A,N,N,N,A,A,17.0,1.0
258,258,F,N,Y,A,315000.0,Working,Secondary / secondary special,Separated,House / apartment,41,3291.0,A,N,N,N,B,A,18.0,0.0
259,259,F,Y,Y,B,270000.0,Working,Secondary / secondary special,Married,House / apartment,39,4596.0,A,N,N,N,B,C,46.0,2.0
260,260,F,N,Y,B,180000.0,Working,Higher education,Civil marriage,House / apartment,37,1882.0,A,N,N,N,B,C,41.0,1.0
261,261,F,N,Y,C,180000.0,Working,Secondary / secondary special,Married,House / apartment,36,6586.0,B,Y,N,N,B,D,18.0,2.0
262,262,M,N,N,A,180000.0,Commercial associate,Incomplete higher,Married,House / apartment,30,2326.0,A,N,N,N,A,B,46.0,2.0
263,263,F,N,N,B,180000.0,Working,Incomplete higher,Married,With parents,27,2665.0,A,N,N,N,A,C,38.0,2.0
264,264,F,N,N,A,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,62,0.0,A,N,N,N,A,B,33.0,2.0
265,265,F,N,N,A,67500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,25,1346.0,A,N,N,N,A,B,10.0,0.0
266,266,F,N,Y,A,238500.0,Working,Higher education,Married,House / apartment,56,2971.0,C,Y,Y,N,B,B,12.0,2.0
267,267,F,Y,Y,A,202500.0,Pensioner,Higher education,Widow,House / apartment,58,0.0,B,N,N,Y,A,A,39.0,2.0
268,268,F,N,Y,A,259500.0,Working,Higher education,Separated,House / apartment,60,1539.0,C,Y,Y,N,B,A,41.0,2.0
269,269,F,N,Y,A,259500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,36,1963.0,A,N,N,N,B,A,25.0,2.0
270,270,M,Y,N,C,135000.0,Working,Higher education,Married,House / apartment,34,1631.0,A,N,N,N,B,D,42.0,0.0
271,271,F,Y,N,A,112500.0,Working,Higher education,Married,With parents,28,1792.0,C,Y,Y,N,B,B,11.0,2.0
272,272,F,N,Y,A,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,62,0.0,A,N,N,N,A,B,13.0,2.0
273,273,M,Y,N,C,135000.0,Working,Secondary / secondary special,Married,With parents,45,561.0,A,N,N,N,A,D,23.0,2.0
274,274,M,Y,Y,A,184500.0,State servant,Higher education,Married,House / apartment,38,169.0,A,N,N,N,D,B,60.0,2.0
275,275,M,Y,N,B,337500.0,State servant,Higher education,Married,House / apartment,35,3574.0,A,N,N,N,A,C,2.0,1.0
276,276,F,N,N,A,67500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,58,0.0,A,N,N,N,A,A,8.0,2.0
277,277,M,N,Y,B,90000.0,Commercial associate,Secondary / secondary special,Married,With parents,22,149.0,A,N,N,N,B,C,20.0,0.0
278,278,F,N,Y,A,180000.0,Working,Higher education,Married,House / apartment,38,7049.0,B,Y,N,N,B,B,0.0,1.0
279,279,M,Y,Y,A,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,54,0.0,A,N,N,N,A,B,35.0,1.0
280,280,F,N,Y,A,112500.0,Working,Secondary / secondary special,Married,House / apartment,61,2685.0,B,N,Y,N,C,B,44.0,1.0
281,281,F,N,Y,A,76500.0,Pensioner,Secondary / secondary special,Married,House / apartment,66,0.0,B,N,Y,N,A,B,9.0,2.0
282,282,M,N,N,A,90000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,56,0.0,A,N,N,N,A,A,5.0,2.0
283,283,M,Y,Y,A,252000.0,Commercial associate,Higher education,Married,House / apartment,37,2682.0,A,N,N,N,B,B,33.0,2.0
284,284,M,Y,Y,A,180000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,63,0.0,B,N,Y,N,A,B,22.0,2.0
285,285,F,N,Y,A,112500.0,Working,Secondary / secondary special,Widow,House / apartment,46,4081.0,B,Y,N,N,B,A,3.0,0.0
286,286,M,N,Y,B,259500.0,Working,Incomplete higher,Married,House / apartment,37,5639.0,C,Y,Y,N,A,C,35.0,2.0
287,287,F,N,N,A,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,49,869.0,A,N,N,N,A,B,16.0,2.0
288,288,F,N,Y,A,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,35,923.0,A,N,N,N,B,A,53.0,2.0
289,289,M,N,N,D,90000.0,State servant,Secondary / secondary special,Married,House / apartment,39,727.0,B,N,N,Y,A,D,5.0,2.0
290,290,F,N,N,C,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,34,4549.0,C,Y,Y,N,B,D,16.0,2.0
291,291,F,N,N,A,157500.0,State servant,Higher education,Married,House / apartment,31,801.0,C,Y,Y,N,B,B,23.0,2.0
292,292,F,N,N,A,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,38,2139.0,B,N,Y,N,A,B,31.0,0.0
293,293,F,Y,Y,A,301500.0,Pensioner,Higher education,Married,House / apartment,57,0.0,B,N,Y,N,A,B,7.0,2.0
294,294,M,Y,Y,A,225000.0,Working,Secondary / secondary special,Married,House / apartment,28,1156.0,A,N,N,N,B,B,20.0,1.0
295,295,F,N,N,A,135000.0,State servant,Higher education,Separated,With parents,53,1991.0,B,Y,N,N,B,A,42.0,2.0
296,296,M,Y,N,A,247500.0,Working,Incomplete higher,Separated,House / apartment,28,1550.0,C,Y,Y,N,D,A,9.0,2.0
297,297,F,N,N,A,270000.0,Working,Secondary / secondary special,Civil marriage,Office apartment,25,840.0,C,Y,Y,N,B,B,25.0,2.0
298,298,M,Y,Y,A,315000.0,Working,Higher education,Married,House / apartment,23,1206.0,A,N,N,N,B,B,3.0,1.0
299,299,F,N,Y,A,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,32,2086.0,B,N,N,Y,B,B,54.0,2.0
300,300,M,Y,N,C,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,42,2879.0,B,N,Y,N,B,D,48.0,2.0
301,301,M,N,N,A,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,38,1565.0,C,Y,Y,N,B,B,17.0,1.0
302,302,F,Y,Y,A,256500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,50,703.0,A,N,N,N,B,A,21.0,1.0
303,303,M,Y,Y,A,180000.0,Working,Secondary / secondary special,Married,House / apartment,35,1009.0,A,N,N,N,B,B,23.0,2.0
304,304,F,N,Y,A,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,51,0.0,B,N,Y,N,A,B,5.0,0.0
305,305,F,N,N,C,259500.0,State servant,Secondary / secondary special,Married,House / apartment,51,4827.0,A,N,N,N,B,D,33.0,0.0
306,306,F,N,Y,A,112500.0,Working,Secondary / secondary special,Married,Municipal apartment,56,3680.0,A,N,N,N,A,B,33.0,1.0
307,307,M,Y,Y,C,259500.0,Commercial associate,Higher education,Married,House / apartment,48,4305.0,C,Y,Y,N,D,D,25.0,2.0
308,308,M,Y,Y,A,180000.0,Working,Secondary / secondary special,Married,House / apartment,47,2990.0,A,N,N,N,B,B,9.0,1.0
309,309,F,N,N,A,247500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,44,4904.0,C,Y,Y,N,B,B,55.0,2.0
310,310,F,Y,Y,A,315000.0,Commercial associate,Higher education,Married,House / apartment,35,3627.0,A,N,N,N,D,B,39.0,2.0
311,311,M,N,Y,A,229500.0,Working,Secondary / secondary special,Single / not married,House / apartment,45,1292.0,C,Y,Y,N,B,A,19.0,1.0
312,312,F,N,Y,A,148500.0,Working,Higher education,Married,House / apartment,48,889.0,A,N,N,N,B,B,20.0,2.0
313,313,F,N,Y,A,135000.0,State servant,Higher education,Married,House / apartment,51,3505.0,B,N,Y,N,B,B,20.0,1.0
314,314,F,N,N,A,135000.0,Working,Secondary / secondary special,Married,House / apartment,46,5507.0,B,N,Y,N,A,B,3.0,1.0
315,315,F,N,N,A,166500.0,Working,Higher education,Married,House / apartment,58,3992.0,A,N,N,N,B,B,14.0,2.0
316,316,F,Y,Y,A,259500.0,Working,Higher education,Married,House / apartment,57,4090.0,C,Y,Y,N,D,B,34.0,0.0
317,317,F,N,Y,A,90000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,63,0.0,A,N,N,N,A,B,14.0,2.0
318,318,F,N,Y,A,157500.0,State servant,Secondary / secondary special,Widow,House / apartment,62,2052.0,B,N,Y,N,B,A,7.0,1.0
319,319,F,N,N,B,225000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,34,399.0,A,N,N,N,B,C,21.0,2.0
320,320,F,Y,N,C,135000.0,Working,Higher education,Civil marriage,Municipal apartment,30,1285.0,C,Y,Y,N,B,D,41.0,1.0
321,321,M,Y,N,D,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,41,2578.0,A,N,N,N,B,D,30.0,2.0
322,322,M,N,Y,B,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,44,1003.0,A,N,N,N,B,C,15.0,2.0
323,323,M,Y,Y,B,259500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,45,731.0,A,N,N,N,A,C,22.0,2.0
324,324,M,Y,Y,A,135000.0,Working,Secondary / secondary special,Married,House / apartment,51,3185.0,B,N,Y,N,C,B,7.0,1.0
325,325,M,Y,Y,A,225000.0,Working,Higher education,Single / not married,With parents,25,663.0,C,Y,Y,N,A,A,21.0,2.0
326,326,F,Y,N,A,225000.0,Working,Secondary / secondary special,Widow,House / apartment,39,401.0,A,N,N,N,B,A,1.0,0.0
327,327,F,N,N,A,126000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,37,6383.0,C,Y,Y,N,B,B,45.0,2.0
329,329,F,N,Y,A,90000.0,State servant,Secondary / secondary special,Separated,House / apartment,39,302.0,A,N,N,N,A,A,14.0,2.0
330,330,F,N,N,A,270000.0,State servant,Secondary / secondary special,Separated,House / apartment,53,3505.0,C,N,Y,Y,C,A,18.0,2.0
331,331,M,Y,N,A,157500.0,Working,Higher education,Married,House / apartment,42,611.0,A,N,N,N,A,B,37.0,2.0
332,332,F,N,N,A,180000.0,Working,Secondary / secondary special,Married,House / apartment,48,3505.0,A,N,N,N,C,B,16.0,1.0
333,333,M,Y,Y,A,184500.0,State servant,Higher education,Married,House / apartment,38,169.0,A,N,N,N,D,B,0.0,1.0
334,334,F,N,N,B,270000.0,Working,Secondary / secondary special,Separated,House / apartment,45,991.0,A,N,N,N,B,B,60.0,2.0
335,335,F,N,Y,A,99000.0,State servant,Higher education,Married,House / apartment,50,3505.0,C,Y,Y,N,B,B,39.0,2.0
336,336,F,Y,Y,A,259500.0,Commercial associate,Incomplete higher,Married,House / apartment,34,1218.0,C,N,Y,Y,D,B,31.0,0.0
337,337,M,N,Y,A,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,52,3347.0,C,Y,Y,N,B,B,11.0,0.0
338,338,F,N,Y,A,247500.0,Pensioner,Secondary / secondary special,Married,House / apartment,63,0.0,A,N,N,N,A,B,28.0,2.0
339,339,F,N,Y,C,180000.0,Working,Secondary / secondary special,Married,House / apartment,35,157.0,B,N,Y,N,B,D,37.0,2.0
340,340,F,Y,Y,A,117000.0,Working,Secondary / secondary special,Married,House / apartment,46,1986.0,A,N,N,N,B,B,20.0,2.0
341,341,F,Y,Y,C,121500.0,Working,Incomplete higher,Married,House / apartment,31,101.0,C,Y,Y,N,B,D,26.0,2.0
342,342,F,Y,Y,D,112500.0,Working,Higher education,Married,House / apartment,37,1974.0,A,N,N,N,B,D,12.0,0.0
343,343,F,Y,Y,A,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,59,0.0,A,N,N,N,A,B,36.0,2.0
344,344,F,Y,Y,A,99000.0,Working,Secondary / secondary special,Married,House / apartment,57,2299.0,A,N,N,N,A,B,33.0,2.0
345,345,F,N,Y,A,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,48,0.0,A,N,N,N,A,B,2.0,1.0
346,346,M,N,N,A,225000.0,Working,Higher education,Single / not married,House / apartment,27,1774.0,B,Y,N,N,A,A,40.0,2.0
347,347,F,N,N,B,135000.0,Working,Secondary / secondary special,Married,House / apartment,39,1589.0,B,N,Y,N,B,C,6.0,1.0
348,348,M,Y,Y,A,180000.0,Working,Secondary / secondary special,Married,House / apartment,25,1509.0,A,N,N,N,B,B,34.0,2.0
349,349,M,N,N,A,135000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,53,765.0,B,N,Y,N,B,B,11.0,2.0
350,350,F,N,Y,A,259500.0,State servant,Higher education,Married,House / apartment,47,1431.0,B,N,N,Y,D,B,1.0,1.0
351,351,F,N,Y,A,270000.0,Working,Secondary / secondary special,Married,House / apartment,49,3505.0,A,N,N,N,B,B,34.0,2.0
352,352,F,N,Y,A,81000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,49,399.0,A,N,N,N,C,B,16.0,2.0
353,353,F,N,N,A,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,28,1953.0,B,Y,N,N,C,B,4.0,2.0
354,354,M,Y,Y,A,247500.0,Working,Secondary / secondary special,Married,House / apartment,30,3577.0,B,Y,N,N,B,B,44.0,2.0
355,355,F,Y,Y,A,225000.0,Commercial associate,Higher education,Single / not married,With parents,26,1193.0,A,N,N,N,B,A,24.0,2.0
356,356,M,N,Y,A,234000.0,Working,Secondary / secondary special,Married,Rented apartment,41,1387.0,B,Y,N,N,B,B,7.0,2.0
357,357,M,Y,Y,A,225000.0,Pensioner,Higher education,Married,House / apartment,66,0.0,A,N,N,N,A,B,31.0,1.0
358,358,M,Y,Y,A,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,62,0.0,B,N,Y,N,A,B,33.0,2.0
359,359,F,N,Y,B,135000.0,Working,Secondary / secondary special,Married,House / apartment,27,3170.0,C,Y,Y,N,B,C,48.0,1.0
360,360,F,N,Y,A,126000.0,Commercial associate,Higher education,Separated,House / apartment,44,3000.0,A,N,N,N,D,A,12.0,2.0
361,361,M,Y,Y,C,225000.0,Working,Secondary / secondary special,Married,Rented apartment,35,5469.0,A,N,N,N,A,D,6.0,1.0
362,362,F,N,N,A,180000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,63,0.0,A,N,N,N,A,A,9.0,0.0
363,363,M,Y,N,A,306000.0,Working,Higher education,Married,House / apartment,35,2866.0,B,Y,N,N,B,B,17.0,1.0
364,364,F,N,N,A,67500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,62,0.0,A,N,N,N,A,A,6.0,2.0
365,365,F,N,Y,A,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,60,0.0,B,N,Y,N,A,B,2.0,1.0
366,366,F,N,Y,A,112500.0,State servant,Secondary / secondary special,Married,House / apartment,39,4493.0,C,Y,N,Y,A,B,33.0,2.0
367,367,M,Y,Y,A,247500.0,Working,Secondary / secondary special,Married,House / apartment,39,3505.0,B,Y,N,N,B,B,24.0,2.0
368,368,F,N,Y,A,108000.0,Working,Secondary / secondary special,Separated,House / apartment,44,1782.0,A,N,N,N,B,A,55.0,2.0
369,369,M,Y,Y,A,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,49,3840.0,A,N,N,N,B,B,34.0,2.0
370,370,F,Y,Y,B,279000.0,Working,Higher education,Civil marriage,House / apartment,44,3731.0,C,Y,Y,N,D,C,33.0,2.0
371,371,F,N,N,A,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,53,796.0,A,N,N,N,B,B,27.0,2.0
372,372,M,Y,Y,A,259500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,57,1100.0,B,N,N,Y,D,B,25.0,1.0
373,373,F,Y,Y,B,259500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,47,521.0,C,N,Y,Y,B,C,49.0,2.0
374,374,M,Y,Y,B,259500.0,Commercial associate,Higher education,Civil marriage,House / apartment,46,2537.0,A,N,N,N,B,C,26.0,2.0
